Id|Name|Description|Price|PriceCurrency|SupplyAbility|MinimumOrder
42ff39a3-d462-4f09-87a0-dfe6538dca3d|Le Creuset Signature Enameled Cast Iron Dutch Oven|The Le Creuset Signature Enameled Cast Iron Dutch Oven provides even heat distribution and long-lasting durability, perfect for slow-cooking, roasting, and baking.|349.99|USD|1500|1
b99b9354-313f-4a19-9b71-e5431150d033|Dyson V11 Torque Drive Cordless Vacuum|The Dyson V11 Torque Drive Cordless Vacuum provides powerful suction, intelligent cleaning modes, and a long-lasting battery, ideal for homes and pet owners.|699.99|USD|2500|2
3c8c960b-c40a-4517-bd62-df34d2e72a5d|KitchenAid Artisan Stand Mixer|The KitchenAid Artisan Stand Mixer offers exceptional mixing performance with a variety of attachments, ideal for home bakers and cooking enthusiasts.|379.99|USD|5000|1
19b8d4de-4f6e-496d-b8a9-28eeed5a6e96|The North Face ThermoBall Eco Jacket|The North Face ThermoBall Eco Jacket provides warmth and comfort with lightweight insulation, perfect for outdoor activities in colder weather.|199.99|USD|3000|2
ed4fa8be-49a3-44b6-9f33-e1de2a995b0a|Bose 700 Noise Cancelling Headphones|Bose 700 Noise Cancelling Headphones provide exceptional sound quality, advanced noise cancellation, and a comfortable fit for long listening sessions.|379.99|USD|4500|1
0fbb9aaf-35f3-4c02-92da-ea7f4fc7e63e|Smeg Retro Style 4-Slice Toaster|The Smeg Retro Style 4-Slice Toaster combines classic design with modern functionality, featuring adjustable browning control and a crumb tray for easy cleanup.|159.99|USD|3200|2
7639d35d-3a76-49d4-9172-1d0f6631f6e3|Cuisinart DCC-3200 14-Cup Coffee Maker|The Cuisinart DCC-3200 14-Cup Coffee Maker offers programmable settings, Brew Strength Control, and self-cleaning for a convenient and flavorful coffee experience.|99.99|USD|4000|3
d1f63d5b-e80e-4be5-839e-6f5b10c1e5f0|Martha Stewart 7-Piece Cookware Set|The Martha Stewart 7-Piece Cookware Set provides non-stick, easy-to-clean cookware perfect for everyday cooking and entertaining.|129.99|USD|3500|2
bc1a7e72-15eb-4f61-83e9-e75cb54a29bc|Instant Pot Duo 7-in-1 Electric Pressure Cooker|The Instant Pot Duo is a versatile electric pressure cooker that can function as a pressure cooker, slow cooker, rice cooker, yogurt maker, and more.|89.99|USD|5000|1
736d2a0d-59f3-47ca-bf25-7319e2b9432a|Miele Complete C3 Cat & Dog Canister Vacuum|The Miele Complete C3 is a powerful canister vacuum designed for pet owners, offering superior suction and a HEPA filter to capture allergens and pet hair.|799.99|USD|1200|2
54479a70-9265-4edb-9877-03c299e10c58|Patagonia Nano Puff Jacket|The Patagonia Nano Puff Jacket is a lightweight, insulated jacket designed for outdoor adventures, offering warmth and comfort in cold weather.|249.99|USD|4500|2
abfa215b-d99f-41f5-a842-8ad9ab7172c1|Eureka 71B Upright Vacuum Cleaner|The Eureka 71B Upright Vacuum Cleaner features powerful suction and an easy-to-use design, perfect for deep cleaning carpets and hard floors.|79.99|USD|3000|1
574309c5-173d-47fa-b86a-ea4ac6e55077|T3 Lucea ID Digital Styling Iron|The T3 Lucea ID Digital Styling Iron features adjustable heat settings and a personalized touch, offering smooth, frizz-free hair for all hair types.|159.99|USD|2000|2
e60a621d-4ae9-4b4e-a7c1-5741d46988bc|Oxo Good Grips Salad Spinner|The Oxo Good Grips Salad Spinner makes washing and drying salad greens quick and easy, featuring a non-slip base and a soft, one-handed pump.|29.99|USD|5000|5
9a03a7b3-bdc7-4642-bc65-f62153f5fa58|Leatherman Wave Plus Multi-Tool|The Leatherman Wave Plus is a versatile multi-tool featuring 18 tools in one, perfect for DIY enthusiasts, outdoor adventurers, and professionals.|99.99|USD|6000|2
fba0f34b-e6c5-4c56-a7b5-f911c0307310|Fitbit Charge 5 Fitness and Health Tracker|The Fitbit Charge 5 tracks your fitness and health, offering built-in GPS, heart-rate monitoring, and a vibrant AMOLED display for an active lifestyle.|179.99|USD|2500|2
c95ed3f3-2f5b-4b4b-90f4-b315cc118c6d|Fossil Gen 5 Smartwatch|The Fossil Gen 5 Smartwatch combines classic style with modern tech, featuring heart-rate tracking, GPS, and customizable watch faces for a personalized experience.|295.99|USD|4500|3
d58d7a88-2d2d-4b82-9e6f-b0be98faaf0a|Vitamix 5200 Blender|The Vitamix 5200 Blender is a professional-grade blender that delivers smooth, consistent results with its powerful motor and variable speed control.|449.99|USD|2000|3
c33ec29e-2ecf-4904-9c92-f498ff083694|Yeti Rambler 30oz Tumbler|The Yeti Rambler 30oz Tumbler keeps your beverages cold or hot for hours, offering durable construction and a no-sweat design for on-the-go convenience.|34.99|USD|7000|2
3a73929f-e96a-45fa-a79e-877ec0d9d78d|Bose Home Speaker 500|The Bose Home Speaker 500 delivers powerful stereo sound with Alexa voice control, perfect for listening to music, podcasts, and more in any room of the house.|399.99|USD|3000|2
5c8e9ff0-d859-42cf-8c24-50f6726eb7be|Thermador Professional 36-inch Gas Range|The Thermador Professional 36-inch Gas Range features high-performance cooking with six burners, a griddle, and an oven, perfect for serious home chefs.|6999.99|USD|800|1
2ac9e98e-c9a1-44f4-bf9d-df123b578f56|Breville Barista Pro Espresso Machine|The Breville Barista Pro allows you to make professional-quality espresso drinks with an integrated grinder and steam wand for perfect coffee every time.|799.99|USD|1200|2
6cfb2b9c-dc7b-4c87-8d45-f7a1899b3c92|Nespresso VertuoPlus Coffee and Espresso Maker|The Nespresso VertuoPlus offers a wide variety of coffee and espresso options with convenient pod-based brewing, perfect for busy mornings or relaxing afternoons.|169.99|USD|3500|3
9a0c2a70-256d-4237-9ed8-b5f5370b5f5c|Instant Pot Pro Plus Smart 10-in-1 Pressure Cooker|The Instant Pot Pro Plus Smart 10-in-1 Pressure Cooker is a versatile kitchen appliance that combines pressure cooking, slow cooking, and more for fast, easy meal prep.|149.99|USD|5000|2
f906d586-0b3d-490d-bdf7-689975b27822|Yeti Hopper M30 Portable Cooler|The Yeti Hopper M30 Portable Cooler is a rugged, leakproof cooler that can keep your drinks and food cold for up to three days, perfect for camping or outdoor adventures.|299.99|USD|2000|3
835948c3-4b73-433d-99c2-28e6cb9870e1|Therm-a-Rest NeoAir XTherm Sleeping Pad|The Therm-a-Rest NeoAir XTherm Sleeping Pad offers comfort and warmth for outdoor enthusiasts, featuring lightweight construction and excellent insulation for cold-weather camping.|229.99|USD|1200|2
b459d928-d8b2-40b4-9e45-87b1d10c0638|Roku Ultra 2020 Streaming Device|The Roku Ultra 2020 Streaming Device provides 4K and HDR streaming, with a voice remote and a private listening mode for a personalized home entertainment experience.|99.99|USD|3000|1
762f7fa9-1997-402b-83c4-3a6ac198a173|Acer Predator Helios 300 Gaming Laptop|The Acer Predator Helios 300 is a powerful gaming laptop equipped with an Intel i7 processor, NVIDIA GeForce RTX 3060, and a 15.6-inch 144Hz display.|1399.99|USD|1500|2
f31e4389-e8d4-4874-85c9-6741b8c0632c|Vizio 55-Inch 4K Smart TV|The Vizio 55-Inch 4K Smart TV delivers stunning visuals with Ultra HD resolution and supports streaming services like Netflix, Hulu, and Disney+ for endless entertainment.|399.99|USD|3500|1
f05cf6f2-9065-4232-8287-d6c79c04edb0|SodaStream Fizzi Sparkling Water Maker|The SodaStream Fizzi Sparkling Water Maker lets you create your own sparkling water at home, with a sleek design and easy-to-use carbonation process.|89.99|USD|4000|2
ec43c849-41f2-46b0-b5a0-d79c6f6986c2|Casper Original Foam Mattress|The Casper Original Foam Mattress offers premium comfort and support with a layer of memory foam and a breathable cover, ideal for a restful night’s sleep.|599.99|USD|2000|3
218b8474-9893-4c58-b618-424d7f7b3e8a|Furbo Dog Camera|The Furbo Dog Camera lets you monitor and interact with your dog remotely, offering a 1080p camera and treat dispenser for your pet’s well-being.|249.99|USD|3000|1
5d1c9a5b-7476-4649-bf7c-319e080907b8|Canon PIXMA TR4520 Wireless Printer|The Canon PIXMA TR4520 Wireless Printer is an all-in-one inkjet printer, ideal for home and office use, offering wireless connectivity and easy setup.|69.99|USD|5000|2
4a2c6f37-bb9d-40a2-80e7-4780f9a39bbd|Razer Huntsman Mini 60% Gaming Keyboard|The Razer Huntsman Mini 60% Gaming Keyboard features Razer Optical switches for fast, responsive typing and a compact design for portability.|109.99|USD|1500|1
c7a6894e-ea0d-46c8-b421-21879c024db4|Sony PlayStation 5 Console|The Sony PlayStation 5 Console offers ultra-fast load times, stunning visuals with ray tracing, and immersive gameplay for a next-gen gaming experience.|499.99|USD|2000|1
30f4231d-9609-44a0-b7d2-28e3fa17e5b6|Samsung Galaxy S21 Ultra 5G|The Samsung Galaxy S21 Ultra 5G features a large AMOLED display, quad rear cameras, and 5G connectivity, offering a premium smartphone experience.|1199.99|USD|2500|1
c5246c0e-66ba-4534-b597-05ae6fe0620e|Nike Air Zoom Pegasus 38 Running Shoes|The Nike Air Zoom Pegasus 38 Running Shoes offer responsive cushioning, breathable upper, and durable design, making them ideal for running and training.|119.99|USD|3500|2
82627412-c0e7-4c42-b5b1-4651167c466f|Microsoft Xbox Series X|The Microsoft Xbox Series X offers powerful gaming performance with 4K resolution, lightning-fast load times, and a wide range of exclusive games.|499.99|USD|1800|1
e1d68411-c5d6-4b66-97a0-d37e3ccf21d4|GoPro HERO9 Black|The GoPro HERO9 Black offers 5K video recording, HyperSmooth stabilization, and a front-facing display, making it perfect for vlogs and action shots.|399.99|USD|3000|2
2bc02e52-f437-487b-947b-3a535dbd5675|Panasonic Lumix GH5 Mirrorless Camera|The Panasonic Lumix GH5 is a versatile mirrorless camera designed for video creators, offering 4K video recording, a 20.3MP sensor, and in-body stabilization.|1499.99|USD|800|2
f9569b23-0b07-485b-9333-f1c9a65e9ab1|Fujifilm X-T4 Mirrorless Camera|The Fujifilm X-T4 features a 26.1MP sensor, 4K video recording, and excellent color reproduction, making it a great choice for photographers and videographers.|1699.99|USD|1200|1
8d6f2a58-d9e2-45ad-b9b9-fb739e0e38be|JBL Charge 4 Portable Bluetooth Speaker|The JBL Charge 4 Portable Bluetooth Speaker delivers high-quality sound, 20 hours of playtime, and waterproof design for outdoor music enjoyment.|129.99|USD|2500|2
f03b0179-05bb-47c2-b9c1-c3705c6d1ac4|Sony WH-1000XM4 Noise Cancelling Headphones|The Sony WH-1000XM4 offers world-class noise cancellation, superior sound quality, and up to 30 hours of battery life for uninterrupted listening.|349.99|USD|4000|2
1cf1105b-b6c3-4eae-b5f3-15c6944c3b0d|Samsung Galaxy Watch 4 Classic|The Samsung Galaxy Watch 4 Classic features a sleek design, health tracking, and advanced fitness features, offering seamless integration with your Galaxy phone.|249.99|USD|5000|1
1c6d4be1-b022-4416-bff0-b1ea790d2d34|Dell XPS 13 Laptop|The Dell XPS 13 is a high-performance laptop with Intel Core i7, a 13-inch InfinityEdge display, and a sleek, ultra-portable design.|1399.99|USD|2500|2
f762599f-e541-46c7-b088-1bc745c8a7d2|Nvidia GeForce RTX 3080 Graphics Card|The Nvidia GeForce RTX 3080 offers lightning-fast performance and ray tracing for immersive gaming experiences and high-end content creation.|699.99|USD|800|1
0c975c36-ff2f-42e4-858b-78de19578c5b|Apple iPad Pro 12.9-inch (2022)|The Apple iPad Pro 12.9-inch (2022) features an M1 chip, stunning Liquid Retina display, and 5G support, perfect for creative professionals and entertainment.|1099.99|USD|1500|3
b070bff9-0c34-462f-8b4e-c7a3c78b2223|Whirlpool 28 cu. ft. French Door Refrigerator|The Whirlpool 28 cu. ft. French Door Refrigerator offers ample storage, advanced cooling technologies, and energy efficiency for modern kitchens.|2199.99|USD|500|2
9cc31c39-d3b3-477f-8a9b-57360e933703|Sony Alpha 7C Full-Frame Mirrorless Camera|The Sony Alpha 7C is a compact, full-frame mirrorless camera with excellent autofocus, 4K video, and a 24.2MP sensor for stunning images and videos.|1799.99|USD|1000|1
b87c2fbe-bf4a-4501-9f65-b2f445b31eac|Yamaha YAS-209 Soundbar with Subwoofer|The Yamaha YAS-209 Soundbar offers immersive surround sound with DTS Virtual:X technology and a wireless subwoofer for deep bass.|349.99|USD|2000|2
abff9ef3-b60c-4674-a4ea-d8fdd73ea831|Samsung 65-inch QLED 4K Smart TV|The Samsung 65-inch QLED 4K Smart TV offers vibrant colors, incredible detail, and smart features like streaming apps and voice control for a superior viewing experience.|1299.99|USD|1800|3
4f49bfe6-f825-45e2-a591-729d85f79e1a|Bose SoundLink Revolve+ Bluetooth Speaker|The Bose SoundLink Revolve+ Bluetooth Speaker delivers 360-degree sound and deep bass in a portable, water-resistant design.|329.99|USD|2500|2
c68ec013-41bc-4770-b3d1-e8f88a97f442|Breville BES870XL Barista Express Espresso Machine|The Breville BES870XL Barista Express Espresso Machine provides café-quality espresso with an integrated conical burr grinder and customizable brewing options.|699.99|USD|1500|3
a56f3374-2ca4-42b7-819b-e9bc9575011a|Fitbit Charge 5 Fitness Tracker|The Fitbit Charge 5 is a fitness tracker with built-in GPS, heart rate monitoring, and stress management tools to help you stay active and healthy.|179.99|USD|5000|2
ad3b8ff7-e687-42a9-b62b-39c9a1fa9f8f|Harman Kardon Onyx Studio 6 Wireless Speaker|The Harman Kardon Onyx Studio 6 offers premium sound with a sleek design, 8 hours of playtime, and a water-resistant build for music on the go.|449.99|USD|2000|2
fc579847-6f38-4083-a82b-c68cb7ab6826|Oculus Quest 2 VR Headset|The Oculus Quest 2 is an all-in-one VR headset with a 1832 x 1920 resolution per eye, offering an immersive experience without the need for a PC or console.|299.99|USD|2500|1
d55ca68c-0b07-4e27-8fc1-dff14d0d90f7|Panasonic 65-Inch 4K UHD Smart TV|The Panasonic 65-inch 4K UHD Smart TV features stunning picture quality, smart connectivity, and compatibility with major streaming platforms.|899.99|USD|3000|1
7f9b7f8c-2150-45ac-9860-feb1f1adf3d7|Nest Learning Thermostat|The Nest Learning Thermostat automatically adjusts your home’s temperature for comfort and energy savings, and can be controlled from your phone.|249.99|USD|4000|2
cb32b3f1-b0f1-4c4e-91e7-f13c51cbf9f6|Lego Star Wars Millennium Falcon|The Lego Star Wars Millennium Falcon kit is a detailed 1,351-piece model of the iconic spaceship, featuring intricate designs and working features.|199.99|USD|3000|3
5d7723a2-49ad-4b74-bc91-9d2f57b57e0e|Nike Air Max 270 React Sneakers|The Nike Air Max 270 React Sneakers offer responsive cushioning, stylish design, and a breathable upper, perfect for both casual wear and running.|129.99|USD|3500|2
fd28c8b1-0b16-44e3-bf7b-cf087be522a0|Seiko Presage Cocktail Time Automatic Watch|The Seiko Presage Cocktail Time Automatic Watch is a beautiful timepiece with a sophisticated design, featuring a sunburst dial and a Japanese automatic movement.|449.99|USD|1200|2
